,normalized_title,offer_price_amazon,mrp_amazon,offer_price_prokick,mrp_prokick,offer_price_instasports,mrp,clean_title,color,pack_size,limited_edition,speed
160,yonex zr 100 aluminum light badminton racquet with full cover (orange) - set of 2 with mavis 200i shuttlecock - pack of 6 badminton combo,1813.0,2100.0,,,,,yonex zr 100 aluminum light badminton racquet with full cover - set of 2 with mavis 200i shuttlecock - badminton combo,orange,pack of 6,No,
161,"yonex graphite badminton racquet astrox 0.7dg (yellow, black)",3599.0,4990.0,,,,,yonex graphite badminton racquet astrox 0.7dg,"yellow, black",,No,
162,"yonex graphite voltric z force ii unstrung badminton racquet (black, g4, 80-84.9 grams, 24 lbs)",16020.0,17100.0,,,,,yonex graphite voltric z force ii unstrung badminton racquet,black,,No,
163,"yonex gr303 aluminum badminton racquet with cover, pack of 2 (silver)",1434.51,1500.0,,,,,"yonex gr303 aluminum badminton racquet with cover,",silver,pack of 2,No,
164,yonex duora 10 lt graphite unstrung badminton racquet (pink/yellow) badminton racquet,14500.0,17100.0,,,,,yonex duora 10 lt graphite unstrung badminton racquet badminton racquet,"pink, yellow",,No,
165,yonex endorsed by legend lee chong wei special limited edition badminton kitbag(red),2637.0,3000.0,,,,,yonex endorsed by legend lee chong wei special badminton kitbag,red,,Yes,
166,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2 (silver/silver)",979.0,1500.0,,,,,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2","silver, silver",,No,
167,"yonex astrox 21i badminton racquet, 5u5",1885.0,2990.0,,,,,"yonex astrox 21i badminton racquet, 5u5",,,No,
168,"yonex nanoflare 700 unstrung graphite badminton racket, grip size g5 (red)",16603.0,17990.0,,,,,"yonex nanoflare 700 unstrung graphite badminton racket, grip size g5",red,,No,
169,"yonex astrox 01 feel strung badminton racquet, lime, graphite",2095.0,3590.0,,,,,"yonex astrox 01 feel strung badminton racquet, , graphite",lime,,No,
170,"yonex arcsaber 71 light navy blue graphite badminton racquet with free full cover (77 grams, 30 lbs tension)",2549.0,3390.0,,,,,yonex arcsaber 71 light graphite badminton racquet with free full cover,"navy, blue",,No,
171,yonex arcsaber 7 professional graphite badminton racquet with full cover (yellow),11999.0,19175.0,,,,,yonex arcsaber 7 professional graphite badminton racquet with full cover,yellow,,No,
172,"yonex arcsaber 7 pro unstrung badminton racquet - grey/yellow (4ug5), graphite",12199.0,19175.0,,,,,"yonex arcsaber 7 pro unstrung badminton racquet - / , graphite","grey, yellow",,No,
173,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2 (black/black)",979.0,1500.0,,,,,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2","black, black",,No,
174,yonex gr201combo aluminum gr201 racquet and sunr 1845 kit bag,1788.0,2400.0,,,,,yonex gr201combo aluminum gr201 racquet and sunr 1845 kit bag,,,No,
175,yonex astrox nextage badminton racquet|4u g5|black lime|power |medium flex |r o t a t i o n a l generator system |flex fuse |n amd ▢|head heavy|taiwan|developed in japan,9095.0,12990.0,,,,,yonex astrox nextage badminton racquet|4u g5| |power |medium flex |r o t a t i o n a l generator system |flex fuse |n amd ▢|head heavy|taiwan|developed in japan,"black, lime",,No,
176,"yonex gr 303 aluminum strung badminton racquet (half cover, red, black, silver)",750.0,1029.0,,,,,yonex gr 303 aluminum strung badminton racquet,"red, black, silver",,No,
177,"yonex zr 100 light aluminium badminton racquet with full cover | made in india (orange,set of 1)",499.0,750.0,,,,,yonex zr 100 light aluminium badminton racquet with full cover | made in india,orange,,No,
178,yonex zr 100 light badminton combo (set of 2 yonex zr 100 light badminton racquet with full cover red/orange+ mavis 200i shuttlecock pack of 6),1899.0,1975.0,,,,,yonex zr 100 light badminton combo,"red, orange",pack of 6,No,
179,"yonex arcsaber 3300 tour badminton racquet (black lime, graphite, g4)(made in japan )",6670.0,7990.0,,,,,yonex arcsaber 3300 tour badminton racquet,"black, lime",,No,
180,yonex nanoray 70 light 5u-g5 graphite frame badminton racquet (deep purple),2199.0,3390.0,,,,,yonex nanoray 70 light 5u-g5 graphite frame badminton racquet,,,No,
181,yonex sunr 1820 synthetic double compartment badminton kit bag,1290.0,,,,,,yonex sunr 1820 synthetic double compartment badminton kit bag,,,No,
182,yonex aracsaber 11 pro grayish pearl badminton racquet with full cover(made in japan),17990.0,,,,,,yonex aracsaber 11 pro grayish pearl badminton racquet with full cover,,,No,
183,"yonex voltric 25i strung badminton racquet, 5u/g5 blue",1850.0,2990.0,,,,,"yonex voltric 25i strung badminton racquet, 5u/g5",blue,,No,
184,yonex zr 100 light aluminium blend badminton racquet with full cover (red/red) - set of 2,979.0,1500.0,,,,,yonex zr 100 light aluminium blend badminton racquet with full cover - set of 2,"red, red",,No,
185,yonex badminton aluminum racquet zr111 g4 u (light orange) (zr111 light),499.0,750.0,,,,,yonex badminton aluminum racquet zr111 g4 u,orange,,No,
186,yonex ac 402 ex cotton towel grip (assorted),170.0,300.0,,,,,yonex ac 402 ex cotton towel grip,,,No,
187,yonex wrist band wb11501,199.0,,,,,,yonex wrist band wb11501,,,No,
188,yonex badminton racquet astrox 88s play with full cover (eemrald blue) material: graphite,3393.0,5199.0,,,,,yonex badminton racquet astrox 88s play with full cover material: graphite,blue,,No,
189,yonex ac 102ex badminton grips - pack of 5,561.0,750.0,,,,,yonex ac 102ex badminton grips -,,pack of 5,No,
190,yonex badminton full cover (polyester;plain black),199.0,,,,,,yonex badminton full cover,black,,No,
191,"yonex beginner's best badminton combo - gr 303i aluminum blend racquet with full cover, set of 2 + mavis 10 shuttlecock, pack of 6 - silver color",1870.0,2430.0,,,,,"yonex beginner's best badminton combo - gr 303i aluminum blend racquet with full cover, set of 2 + mavis 10 shuttlecock, - color",silver,pack of 6,No,
192,yonex gr303 aluminum badminton racket combo kit (black/blue) - set of 2 rackets,1010.0,1500.0,,,,,yonex gr303 aluminum badminton racket combo kit - set of 2 rackets,"black, blue",,No,
193,yonex zr 100 light aluminium badminton racquet with full cover (black/red) - set of 2,1350.0,1500.0,,,,,yonex zr 100 light aluminium badminton racquet with full cover - set of 2,"black, red",,No,
194,"yonex e-tec badminton racquet grip - black (5 pcs), aluminum",499.0,500.0,,,,,"yonex e-tec badminton racquet grip - , aluminum",black,,No,
195,"yonex 18i mavis badminton combo (nanoray light 18i full graphite racquet, black + mavis 350 shuttlecock)",2949.0,4230.0,,,,,yonex 18i mavis badminton combo,black,,No,
196,yonex etech 902 pack of 5 badminton grips,380.0,500.0,,,,,yonex etech 902 badminton grips,,pack of 5,No,
197,yonex badminton kitbag sunr 4911th bt3,1669.0,2325.0,,,,,yonex badminton kitbag sunr 4911th bt3,,,No,
198,"yonex astrox smash strung badminton racquet, g5 - black/flash red",2549.0,4190.0,,,,,"yonex astrox smash strung badminton racquet, g5 - /flash","black, red",,No,
199,yonex arcsaber tour 1000 h.m graphite badminton racket,7499.0,7990.0,,,,,yonex arcsaber tour 1000 h.m graphite badminton racket,,,No,
200,yonex gr 303f aluminum strung badminton racquet (black/red),1700.0,2175.0,,,,,yonex gr 303f aluminum strung badminton racquet,"black, red",,No,
201,yonex badminton league 2w tournament bag 22831wt sr,4098.0,5699.0,,,,,yonex badminton league 2w tournament bag 22831wt sr,,,No,
202,yonex nanoray 6000i g4-u aluminum badminton racquet with full cover (blue),1495.0,1750.0,,,,,yonex nanoray 6000i g4-u aluminum badminton racquet with full cover,blue,,No,
203,yonex bn143c pro badminton net (maroon),2940.0,2950.0,,,,,yonex bn143c pro badminton net,maroon,,No,
204,yonex zr 100 light aluminium badminton racquet pack of 2 with full cover | made in india,1400.0,1500.0,,,,,yonex zr 100 light aluminium badminton racquet with full cover | made in india,,pack of 2,No,
205,yonex zr 100 light aluminium badminton racquet pack of 2 with full cover | made in india,1232.55,1500.0,,,,,yonex zr 100 light aluminium badminton racquet with full cover | made in india,,pack of 2,No,
206,yonex zr 100 light aluminium badminton racquet pack of 2 with full cover | made in india,979.0,1500.0,,,,,yonex zr 100 light aluminium badminton racquet with full cover | made in india,,pack of 2,No,
207,yonex arcsaber 7 play strung graphite badminton racquet with full cover (grey / yellow),2999.0,5190.0,,,,,yonex arcsaber 7 play strung graphite badminton racquet with full cover,"grey, yellow",,No,
208,yonex srg 611 knee support,349.0,349.0,,,,,yonex srg 611 knee support,,,No,
209,yonex zr 100 light badminton combo (set of 2 zr 100 aluminum light badminton racquet with full cover blue + mavis 200i shuttlecock pack of 6),1899.0,1975.0,,,,,yonex zr 100 light badminton combo,blue,pack of 6,No,
210,yonex voltric lite graphite badminton racquet with free full cover | tri-voltage system | made in taiwan,2818.0,2975.0,,,,,yonex voltric lite graphite badminton racquet with free full cover | tri-voltage system | made in taiwan,,,No,
211,yonex gr 303i made in india pack of 2|made in india|,1142.0,1600.0,,,,,yonex gr 303i made in india |made in india|,,pack of 2,No,
212,yonex badminton racquet astrox 7dg with full cover (black blue) material: graphite,6480.0,7050.0,,,,,yonex badminton racquet astrox 7dg with full cover material: graphite,"black, blue",,No,
213,yonex as 10 shuttlecocks,2475.0,2750.0,,,,,yonex as 10 shuttlecocks,,,No,
214,"yonex gr 303 aluminium blend badminton racquet with full cover (red, yellow) - set of 2",979.0,1600.0,,,,,yonex gr 303 aluminium blend badminton racquet with full cover - set of 2,"red, yellow",,No,
215,yonex graphite frame badminton racquet astrox100 game kurenai g54u (red),5889.0,7190.0,,,,,yonex graphite frame badminton racquet astrox100 game kurenai g54u,red,,No,
216,yonex badminton kitbag sunr 2225 (black yellow),955.0,1490.0,,,,,yonex badminton kitbag sunr 2225,"black, yellow",,No,
217,"yonex muscle power 22 light aluminum strung badminton racquet, 4u-g5 (black/blue)",2399.0,3150.0,,,,,"yonex muscle power 22 light aluminum strung badminton racquet, 4u-g5","black, blue",,No,
218,yonex nanoray 70 light 5u-g5 graphite badminton racquet (blue),2199.0,3150.0,,,,,yonex nanoray 70 light 5u-g5 graphite badminton racquet,blue,,No,
219,"yonex graphite badminton racquet muscle power 29lt black grey (g4, 85-89.9 grams, 30 lbs tension,set of 1)",2680.0,4200.0,,,,,yonex graphite badminton racquet muscle power 29lt,"black, grey",,No,
220,"yonex new muscle power series mp 55 badminton racquet (graphite, g4, 30 lbs tension)",3039.0,5325.0,,,,,yonex new muscle power series mp 55 badminton racquet,,,No,
221,yonex et 901 synthetic badminton grip,199.0,,,,,,yonex et 901 synthetic badminton grip,,,No,
222,yonex nanoray 6000i g4-u badminton racquet,1614.0,1999.0,,,,,yonex nanoray 6000i g4-u badminton racquet,,,No,
223,"yonex graphite voltric lite 20i badminton racquet (g4, dark blue, 77 grams, 30 lbs tension)",1799.0,2990.0,,,,,yonex graphite voltric lite 20i badminton racquet,blue,,No,
224,yonex nanoray light 18i graphite strung badminton racquet,1899.0,2990.0,,,,,yonex nanoray light 18i graphite strung badminton racquet,,,No,
225,yonex nanoray light 18i graphite strung badminton racquet,1899.0,2990.0,,,,,yonex nanoray light 18i graphite strung badminton racquet,,,No,
226,yonex gr 303 aluminum blend badminton racquet with full cover,499.0,750.0,,,,,yonex gr 303 aluminum blend badminton racquet with full cover,,,No,
227,yonex nanoflare 001 ability strung badminton racquet - dark purple,,,,,,,yonex nanoflare 001 ability strung badminton racquet - dark purple,,,No,
228,"yonex gr 303 strung badminton racquet (half cover) [g3, 95-99.9 grams]",638.0,1029.0,,,,,"yonex gr 303 strung badminton racquet [g3, 95-99.9 grams]",,,No,
229,"yonex arcsaber 11 play badminton pre-strung racket (grayish pearl) (4ug5), graphite",3489.0,5390.0,,,,,"yonex arcsaber 11 play badminton pre-strung racket , graphite",,,No,
230,"yonex gr 303 combo aluminum badminton racquet, set of 2 (grey/yellow)",1184.04,1500.0,,,,,"yonex gr 303 combo aluminum badminton racquet, set of 2","grey, yellow",,No,
231,yonex muscle power 2 junior badminton pre-strung racket (light blue)(4ug5),1499.0,1590.0,,,,,yonex muscle power 2 junior badminton pre-strung racket,blue,,No,
232,yonex nanoray 7000i aluminum-alloy strung badminton racquet (blue) with full cover,1661.0,2199.0,,,,,yonex nanoray 7000i aluminum-alloy strung badminton racquet with full cover,blue,,No,
233,"yonex astrox 100zz graphite unstrung badminton racquet, g6 (dark navy)",15919.0,17990.0,,,,,"yonex astrox 100zz graphite unstrung badminton racquet, g6",navy,,No,
234,"yonex zr 100 set of 2 aluminum light badminton racquet with full cover black-blue, mavis 200i shuttlecock - combo pack of 6",1813.0,2050.0,,,,,"yonex zr 100 set of 2 aluminum light badminton racquet with full cover -, mavis 200i shuttlecock - combo","black, blue",pack of 6,No,
235,"yonex best beginner's badminton zr 100 light aluminium blend racquet with full cover, set of 2 + mavis 10 shuttlecock (black) -combo pack of 6",1830.0,2175.0,,,,,"yonex best beginner's badminton zr 100 light aluminium blend racquet with full cover, set of 2 + mavis 10 shuttlecock -combo",black,pack of 6,No,
236,"yonex graphite badminton racquet muscle power 29lt black grey (g4, 85-89.9 grams, 30 lbs tension,set of 1) & et 903 e super rubber badminton grip (purple)",2774.0,2774.0,,,,,yonex graphite badminton racquet muscle power 29lt & et 903 e super rubber badminton grip,"black, grey",,No,
237,yonex badminton aluminum racket zr111 g4 u (light gray) (zr111light),724.0,800.0,,,,,yonex badminton aluminum racket zr111 g4 u,,,No,
238,yonex wrist band wb11488,157.0,199.0,,,,,yonex wrist band wb11488,,,No,
239,"yonex zr 101 light aluminium badminton racquet with full cover (red,set of 1)",624.0,750.0,,,,,yonex zr 101 light aluminium badminton racquet with full cover,red,,No,
240,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2 (yellow/yellow)",979.0,1500.0,,,,,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2","yellow, yellow",,No,
241,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2 (red/red)",979.0,1500.0,,,,,"yonex gr 303 aluminium blend badminton racquet with full cover, set of 2","red, red",,No,
242,"yonex arcsaber 71 light gold graphite badminton racquet with free full cover (77 grams, 30 lbs tension)",2174.0,3390.0,,,,,yonex arcsaber 71 light graphite badminton racquet with free full cover,gold,,No,
243,"yonex nanoray 70 light badminton racquet, purple (graphite)",1815.0,3390.0,,,,,"yonex nanoray 70 light badminton racquet, purple",,,No,
244,yonex gr 303 i badminton racquet (black) - pack of 2 0,1320.0,1600.0,,,,,yonex gr 303 i badminton racquet - 0,black,pack of 2,No,
245,"yonex z-force ii beginners strung badminton racquet with fullcover, black",999.0,1249.0,,,,,"yonex z-force ii beginners strung badminton racquet with fullcover,",black,,No,
246,yonex arcsaber 11 tour badminton racquet,9149.0,11990.0,,,,,yonex arcsaber 11 tour badminton racquet,,,No,
247,yonex badminton club bagpack 22412s sr,2989.0,3399.0,,,,,yonex badminton club bagpack 22412s sr,,,No,
248,yonex zr 100 light aluminium badminton racquet with full cover (black/black) set of 2,857.92,1500.0,,,,,yonex zr 100 light aluminium badminton racquet with full cover set of 2,"black, black",,No,
249,yonex nanoray 7000i g4-2u aluminum badminton racquet with full cover (blue),1389.0,1925.0,,,,,yonex nanoray 7000i g4-2u aluminum badminton racquet with full cover,blue,,No,
250,yonex srg 511 elbow support (biege),333.0,449.0,,,,,yonex srg 511 elbow support,,,No,
251,yonex srg 511 elbow support (biege),390.0,449.0,,,,,yonex srg 511 elbow support,,,No,
