,Unnamed: 0,normalized_title,offer_price_amazon,mrp_amazon,offer_price_prokick,mrp_prokick,offer_price_instasports,mrp,clean_title,color,pack_size,limited_edition,speed
521,521,"li-ning axforce 90 tiger max badminton set, navy/red",,,23395.0,35990.0,,,"li-ning axforce 90 tiger max badminton set, /","navy, red",,No,
522,522,"li-ning erupt ii non marking badminton shoe, blue",,,4615.0,6890.0,,,"li-ning erupt ii non marking badminton shoe,",blue,,No,
523,523,"li-ning erupt ii non marking badminton shoe, red",,,4615.0,6890.0,,,"li-ning erupt ii non marking badminton shoe,",red,,No,
524,524,"li-ning erupt ii non marking badminton shoe, black",,,4615.0,6890.0,,,"li-ning erupt ii non marking badminton shoe,",black,,No,
525,525,"li-ning erupt ii non marking badminton shoe, navy",,,4615.0,6890.0,,,"li-ning erupt ii non marking badminton shoe,",navy,,No,
526,526,li-ning wind lite 700 carbon fibre strung badminton racket,,,3385.0,5990.0,,,li-ning wind lite 700 carbon fibre strung badminton racket,,,No,
527,527,"li-ning xiphos x1 unstrung badminton racquet, black/red",,,11515.0,17990.0,,,"li-ning xiphos x1 unstrung badminton racquet, /","black, red",,No,
528,528,"li-ning ayts024 lei ting train badminton training shoes, black",,,4495.0,5990.0,,,"li-ning ayts024 lei ting train badminton training shoes,",black,,No,
529,529,li-ning wind lite 800 carbon fibre strung badminton racket,,,3415.0,5990.0,,,li-ning wind lite 800 carbon fibre strung badminton racket,,,No,
530,530,"li-ning aplr291 polo neck badminton tshirt, royal blue",,,899.0,1199.0,,,"li-ning aplr291 polo neck badminton tshirt, royal",blue,,No,
531,531,"li-ning ultra iii non marking badminton shoe, white/blue/orange",,,3005.0,4290.0,,,"li-ning ultra iii non marking badminton shoe, //","white, blue, orange",,No,
532,532,"li-ning ultra iii non marking badminton shoe, black/yellow/red",,,2789.0,4290.0,,,"li-ning ultra iii non marking badminton shoe, //","black, yellow, red",,No,
533,533,"li-ning ultra iii non marking badminton shoe, black/lime",,,3005.0,4290.0,,,"li-ning ultra iii non marking badminton shoe, /","black, lime",,No,
534,534,"li-ning ultra iii non marking badminton shoe, red/black",,,3005.0,4290.0,,,"li-ning ultra iii non marking badminton shoe, /","red, black",,No,
535,535,"li-ning atss997 round neck badminton tshirt, white",,,1495.0,1990.0,,,"li-ning atss997 round neck badminton tshirt,",white,,No,
536,536,"li-ning atss995 round neck badminton tshirt, black",,,1495.0,1990.0,,,"li-ning atss995 round neck badminton tshirt,",black,,No,
537,537,"li-ning atss995 round neck badminton tshirt, navy",,,1495.0,1990.0,,,"li-ning atss995 round neck badminton tshirt,",navy,,No,
538,538,"li-ning atss993 round neck badminton t-shirt, dk grey/green",,,1495.0,1990.0,,,"li-ning atss993 round neck badminton t-shirt, dk /","grey, green",,No,
539,539,"li-ning atss993 round neck badminton t-shirt, red",,,1495.0,1990.0,,,"li-ning atss993 round neck badminton t-shirt,",red,,No,
540,540,"li-ning atsr683 round neck badminton tshirt, navy",,,749.0,999.0,,,"li-ning atsr683 round neck badminton tshirt,",navy,,No,
541,541,li-ning g-force superlite 3800 strung badminton racquet,,,1990.0,4590.0,,,li-ning g-force superlite 3800 strung badminton racquet,,,No,
542,542,li-ning xp60 iv strung badminton racquet black/pink,,,495.0,990.0,,,li-ning xp60 iv strung badminton racquet /,"black, pink",,No,
543,543,li-ning xp 2020 special edition badminton racquet black,,,359.0,1090.0,,,li-ning xp 2020 special edition badminton racquet,black,,No,
544,544,li-ning windstorm 72 unstrung professional badminton racquet - navy/orange,,,8995.0,14990.0,,,li-ning windstorm 72 unstrung professional badminton racquet - /,"navy, orange",,No,
545,545,"li-ning basketball culture professional basketball shoes, black/crimson white",,,2635.0,4390.0,,,"li-ning basketball culture professional basketball shoes, /crimson","black, white",,No,
546,546,li-ning windstorm 75 carbon-fiber badminton racquet navy/green,,,8255.0,13990.0,,,li-ning windstorm 75 carbon-fiber badminton racquet /,"navy, green",,No,
547,547,"li-ning abss329 long backpack , navy",,,2189.0,3290.0,,,"li-ning abss329 long backpack ,",navy,,No,
548,548,"li-ning xp90 iv strung badminton racquet, white/silver",,,495.0,990.0,,,"li-ning xp90 iv strung badminton racquet, /","white, silver",,No,
549,549,"li-ning sports and training badminton shorts, black/metallic copper",,,749.0,999.0,,,"li-ning sports and training badminton shorts, /metallic","black, copper",,No,
550,550,"li-ning bladex 900 max badminton racquet vip set, gold",,,16795.0,27990.0,,,"li-ning bladex 900 max badminton racquet vip set,",gold,,No,
551,551,li-ning ultra pro badminton shoes,,,2935.0,4890.0,,,li-ning ultra pro badminton shoes,,,No,
552,552,"li-ning g-tek 2020 (strung) badminton racquets with free full cover blend, (navy/lime)",,,1345.0,2690.0,,,"li-ning g-tek 2020 badminton racquets with free full cover blend,","navy, lime",,No,
553,553,li-ning sk junior 75 (strung) badminton racquets with free head cover blend - black/red,,,995.0,2490.0,,,li-ning sk junior 75 badminton racquets with free head cover blend - /,"black, red",,No,
554,554,li-ning abss329 long backpack,,,2139.0,3290.0,,,li-ning abss329 long backpack,,,No,
555,555,"li-ning avsr101 badminton polo neck tshirt, lt.blue",,,1645.0,2190.0,,,"li-ning avsr101 badminton polo neck tshirt, lt.",blue,,No,
556,556,li-ning ultra fly non marking badminton shoe,,,3889.0,5290.0,,,li-ning ultra fly non marking badminton shoe,,,No,
557,557,li-ning g-tek 38 gx graphite strung badminton racquet (lime/silver),,,1295.0,2590.0,,,li-ning g-tek 38 gx graphite strung badminton racquet,"lime, silver",,No,
558,558,li-ning logo badminton round neck tshirt (atsr681),,,599.0,799.0,,,li-ning logo badminton round neck tshirt,,,No,
559,559,li-ning no. 7 boost professional badminton string - yellow,,,445.0,750.0,,,li-ning no. 7 boost professional badminton string -,yellow,,No,
560,560,li-ning sk76 srikanth kidambi signature light weight strung badminton racquet - with full cover,,,2764.0,5489.0,,,li-ning sk76 srikanth kidambi signature light weight strung badminton racquet - with full cover,,,No,
561,561,"li-ning xp-70-iv aluminum badminton racquet, set of 2 (black/gold)",,,970.0,1980.0,,,"li-ning xp-70-iv aluminum badminton racquet, set of 2","black, gold",,No,
562,562,"li-ning badminton round neck tshirt (atsr639, atsr635)",,,1490.0,1990.0,,,li-ning badminton round neck tshirt,,,No,
563,563,"babolat logo jumbo wristband, white/blue aster",,,665.0,699.0,,,"babolat logo jumbo wristband, / aster","white, blue",,No,
564,564,babolat basic logo cap,,,979.0,1149.0,,,babolat basic logo cap,,,No,
565,565,babolat pure aero lite rafa u cv tennis racquet,,,16875.0,22499.0,,,babolat pure aero lite rafa u cv tennis racquet,,,No,
566,566,"babolat vibrakill vibration absorber, clear",,,539.0,599.0,,,"babolat vibrakill vibration absorber, clear",,,No,
567,567,"babolat logo jumbo wristband, drive blue",,,665.0,699.0,,,"babolat logo jumbo wristband, drive",blue,,No,
568,568,babolat shadow spirit men badminton shoe,,,3479.0,5799.0,,,babolat shadow spirit men badminton shoe,,,No,
569,569,babolat 654012-101 tour original x12 tennis grip pack of 12 -white,,,1275.0,1699.0,,,babolat 654012-101 tour original x12 tennis grip -,white,pack of 12,No,
570,570,babolat tour original x3 tennis grip pack of 3,,,495.0,549.0,,,babolat tour original x3 tennis grip,,pack of 3,No,
571,571,babolat 121223 evoke 105 strung tennis racquet -black/orange,,,3919.0,5599.0,,,babolat 121223 evoke 105 strung tennis racquet -/,"black, orange",,No,
572,572,babolat pure drive junior 26 tennis racquet,,,7149.0,10999.0,,,babolat pure drive junior 26 tennis racquet,,,No,
573,573,babolat pure strike 100 u nc tennis racquet,,,14299.0,21999.0,,,babolat pure strike 100 u nc tennis racquet,,,No,
574,574,babolat pure aero junior 26 tennis racquet,,,7799.0,11999.0,,,babolat pure aero junior 26 tennis racquet,,,No,
575,575,"babolat xcel 40 racquet string, natural",,,1499.0,1999.0,,,"babolat xcel 40 racquet string, natural",,,No,
576,576,babolat 653037 pro tour x3 tennis grip pack of 3 -black,,,539.0,599.0,,,babolat 653037 pro tour x3 tennis grip -,black,pack of 3,No,
577,577,"babolat vs original feel x3 pure tennis over grip, white",,,539.0,599.0,,,"babolat vs original feel x3 pure tennis over grip,",white,,No,
578,578,"babolat vs original feel x3 pure tennis over grip, blue",,,585.0,649.0,,,"babolat vs original feel x3 pure tennis over grip,",blue,,No,
579,579,babolat pure aero rafa 2020 unstrung tennis racquet,,,19315.0,25749.0,,,babolat pure aero rafa 2020 unstrung tennis racquet,,,No,
580,580,babolat shadow tour men badminton shoes,,,6299.0,8999.0,,,babolat shadow tour men badminton shoes,,,No,
581,581,babolat i feel 68 badminton string reel (200m),,,5760.0,9600.0,,,babolat i feel 68 badminton string reel,,,No,
582,582,"babolat 751223-107 evo court l tennis bag, gray",,,5950.0,8499.0,,,"babolat 751223-107 evo court l tennis bag, gray",,,No,
583,583,"babolat rpm hurricane 200m tennis string reel, yellow",,,8999.0,11999.0,,,"babolat rpm hurricane 200m tennis string reel,",yellow,,No,
584,584,babolat 133906 feather shuttle cock (pack of 12 cocks),,,1749.0,2500.0,,,babolat 133906 feather shuttle cock,,pack of 12,No,
585,585,babolat 133785 feather shuttle cock (pack of 12 cocks),,,2799.0,4000.0,,,babolat 133785 feather shuttle cock,,pack of 12,No,
586,586,"babolat vs original x3 pure tennis over grip, black/yellow",,,489.0,649.0,,,"babolat vs original x3 pure tennis over grip, /","black, yellow",,No,
587,587,"babolat 121226 boost rafa s cv strung tennis racquet 27 inch, 4 3/8 - yellow/orange/purple",,,7799.0,11999.0,,,"babolat 121226 boost rafa s cv strung tennis racquet 27 inch, 4 3/8 - //purple","yellow, orange",,No,
588,588,"babolat shadow spirit women badminton shoe, white/light blue",,,5249.0,7499.0,,,"babolat shadow spirit women badminton shoe, /light","white, blue",,No,
589,589,"babolat rh12 pure wimbledon tennis kitbag, white/grey",,,9799.0,13999.0,,,"babolat rh12 pure wimbledon tennis kitbag, /","white, grey",,No,
590,590,"babolat back pack pure wimbledon tennis kitbag, white/grey",,,6999.0,9999.0,,,"babolat back pack pure wimbledon tennis kitbag, /","white, grey",,No,
591,591,"babolat 657003-101 vs original x30 tennis grips, 30 overgrips - white",,,2999.0,3999.0,,,"babolat 657003-101 vs original x30 tennis grips, 30 overgrips -",white,,No,
592,592,babolat 653047-105 tour original x3 tennis grip pack of 3 -black,,,539.0,599.0,,,babolat 653047-105 tour original x3 tennis grip -,black,pack of 3,No,
593,593,babolat pulsion 102 strung tennis racquet grip 3 - blue/green/white,,,4549.0,6499.0,,,babolat pulsion 102 strung tennis racquet grip 3 - //,"blue, green, white",,No,
594,594,babolat pure strike team u nc tennis racquet,,,13649.0,20999.0,,,babolat pure strike team u nc tennis racquet,,,No,
595,595,babolat rhx6 pure aero tennis kitbag - black/yellow,,,7349.0,10499.0,,,babolat rhx6 pure aero tennis kitbag - /,"black, yellow",,No,
596,596,"babolat rh x 6 pure drive tennis kitbag, blue",,,6999.0,9999.0,,,"babolat rh x 6 pure drive tennis kitbag,",blue,,No,
597,597,babolat aero junior 25 strung tennis racquet (245 +/-7 grams) - yellow/black,,,5529.0,7899.0,,,babolat aero junior 25 strung tennis racquet - /,"yellow, black",,No,
598,598,babolat shadow spirit men badminton shoes,,,5249.0,7499.0,,,babolat shadow spirit men badminton shoes,,,No,
599,599,babolat 174099 logo wrist band - black/sulphur,,,475.0,499.0,,,babolat 174099 logo wrist band - /sulphur,black,,No,
600,600,"babolat syntec evo x1 pure tennis grip, white",,,525.0,699.0,,,"babolat syntec evo x1 pure tennis grip,",white,,No,
601,601,"babolat super tape x5, black",,,809.0,899.0,,,"babolat super tape x5,",black,,No,
602,602,"babolat syntec pro x1 pure feel grip, white",,,495.0,549.0,,,"babolat syntec pro x1 pure feel grip,",white,,No,
603,603,"babolat trucker cap, tomato red",,,1189.0,1399.0,,,"babolat trucker cap, tomato",red,,No,
604,604,"babolat 3mp1061 play short for men, estate blue",,,1999.0,2499.0,,,"babolat 3mp1061 play short for men, estate",blue,,No,
605,605,"babolat 3mp1061 play short for men, black/black",,,1999.0,2499.0,,,"babolat 3mp1061 play short for men, /","black, black",,No,
606,606,babolat 170444 x-feel essential badminton racquet with classic club back pack,,,11180.0,16298.0,,,babolat 170444 x-feel essential badminton racquet with classic club back pack,,,No,
607,607,babolat x-feel lite unstrung badminton racquet with classic club back pack,,,11180.0,16298.0,,,babolat x-feel lite unstrung badminton racquet with classic club back pack,,,No,
608,608,"babolat 174486 prime lite strung badminton racquet, blue yellow",,,2549.0,3400.0,,,"babolat 174486 prime lite strung badminton racquet,","blue, yellow",,No,
609,609,"babolat green balls bag (72 balls), yellow",,,6499.0,9999.0,,,"babolat balls bag ,","green, yellow",,No,
610,610,babolat evo drive tour tennis racquet,,,12999.0,19999.0,,,babolat evo drive tour tennis racquet,,,No,
611,611,babolat pure aero junior 26 s cv tennis racquet,,,9400.0,13299.0,,,babolat pure aero junior 26 s cv tennis racquet,,,No,
612,612,"babolat 1211225 evoke 102 strung tennis racquet 4 3/8, white/blue/orange",,,3709.0,5299.0,,,"babolat 1211225 evoke 102 strung tennis racquet 4 3/8, //","white, blue, orange",,No,
613,613,"babolat 121224 boost drive strung tennis racquet 4 3/8, white/blue/green",,,6299.0,8999.0,,,"babolat 121224 boost drive strung tennis racquet 4 3/8, //","white, blue, green",,No,
614,614,"babolat 121221 boost drive strung tennis racquet 4 3/8, blue/green/white",,,6999.0,9999.0,,,"babolat 121221 boost drive strung tennis racquet 4 3/8, //","blue, green, white",,No,
615,615,"babolat 140456 nadal junior 23 tennis racquet, yellow/orange/purple",,,2239.0,3199.0,,,"babolat 140456 nadal junior 23 tennis racquet, //purple","yellow, orange",,No,
616,616,babolat pure aero team rafa u nc tennis racquet,,,17999.0,23999.0,,,babolat pure aero team rafa u nc tennis racquet,,,No,
617,617,babolat 174101 logo wrist band - black/white,,,475.0,499.0,,,babolat 174101 logo wrist band - /,"black, white",,No,
618,618,babolat 182915 logo wrist band - white/fiesta red,,,475.0,499.0,,,babolat 182915 logo wrist band - /fiesta,"white, red",,No,
619,619,"babolat 166298 satelite power unstrung badminton racquet, grey",,,8399.0,12000.0,,,"babolat 166298 satelite power unstrung badminton racquet,",grey,,No,
620,620,"babolat x feel blast unstrung badminton racquet, red",,,9099.0,12999.0,,,"babolat x feel blast unstrung badminton racquet,",red,,No,
621,621,"babolat 174420 prime power strung badminton racquet, blue/grey/white",,,2849.0,3800.0,,,"babolat 174420 prime power strung badminton racquet, //","blue, grey, white",,No,
622,622,"babolat 166330 i pulse blast strung badminton racquet, red",,,4409.0,6299.0,,,"babolat 166330 i pulse blast strung badminton racquet,",red,,No,
623,623,"babolat shadow team women badminton shoe, pink purple",,,2819.0,4699.0,,,"babolat shadow team women badminton shoe, purple",pink,,No,
624,624,babolat 140252 aero junior 26 tennis racquet 4 0/8 - yellow/black,,,6089.0,8699.0,,,babolat 140252 aero junior 26 tennis racquet 4 0/8 - /,"yellow, black",,No,
625,625,"babolat jet match 3 all court men tennis shoe, black/gold",,,9099.0,13999.0,,,"babolat jet match 3 all court men tennis shoe, /","black, gold",,No,
626,626,"babolat propulse fury all court m tennis shoe, drive blue",,,7799.0,11999.0,,,"babolat propulse fury all court m tennis shoe, drive",blue,,No,
627,627,"babolat jet tere all court men tennis shoe, hawaiian blue",,,6499.0,9999.0,,,"babolat jet tere all court men tennis shoe, hawaiian",blue,,No,
628,628,"babolat jet match 3 all court men tennis shoe, jade lime",,,9099.0,13999.0,,,"babolat jet match 3 all court men tennis shoe, jade",lime,,No,
629,629,"babolat jet tere all court men tennis shoe, glibraltar sea",,,6499.0,9999.0,,,"babolat jet tere all court men tennis shoe, glibraltar sea",,,No,
630,630,"babolat 653048-101 pro response x3 over grips, white",,,495.0,549.0,,,"babolat 653048-101 pro response x3 over grips,",white,,No,
631,631,"babolat 753070-136 pure drive backpack , blue",,,6299.0,8999.0,,,"babolat 753070-136 pure drive backpack ,",blue,,No,
632,632,"babolat 751213-102  rh3 essential bags , dark blue",,,2849.0,3799.0,,,"babolat 751213-102 rh3 essential bags , dark",blue,,No,
633,633,"babolat 751213-342  rh3 essential bags , black beige",,,2849.0,3799.0,,,"babolat 751213-342 rh3 essential bags ,","black, beige",,No,
634,634,"babolat 753097-363 pure aero rafa  backpack , black/orange/purple",,,8399.0,11199.0,,,"babolat 753097-363 pure aero rafa backpack , //purple","black, orange",,No,
635,635,"babolat 573089-136 pure drive backpack ,blue",,,6615.0,9449.0,,,"babolat 573089-136 pure drive backpack ,",blue,,No,
636,636,babolat 654009-101 pro tacky x12 tennis grip pack of 12 -white,,,1499.0,1999.0,,,babolat 654009-101 pro tacky x12 tennis grip -,white,pack of 12,No,
637,637,babolat evo drive tennis racquet,,,12349.0,18999.0,,,babolat evo drive tennis racquet,,,No,
638,638,babolat pure strike lite u nc tennis racquet,,,12999.0,19999.0,,,babolat pure strike lite u nc tennis racquet,,,No,
639,639,babolat evo drive lite tennis racquet,,,11894.0,18299.0,,,babolat evo drive lite tennis racquet,,,No,
